TimeStamp;real;forecast;prediction_time_seconds
2026-03-01 00:00:00;4005.7825;2701.5425239802603;12.653809000039473
2026-03-01 01:00:00;3224.6197500000003;2197.5005654771057;12.653809000039473
2026-03-01 02:00:00;2222.49475;2087.887664748417;12.653809000039473
2026-03-01 03:00:00;2238.53325;1709.0735649878588;12.653809000039473
2026-03-01 04:00:00;2105.89225;2039.7051216843581;12.653809000039473
2026-03-01 05:00:00;1895.93;1893.454531289684;12.653809000039473
2026-03-01 06:00:00;1915.9515;2194.9313454645794;12.653809000039473
2026-03-01 07:00:00;1744.8925;2613.52484055024;12.653809000039473
2026-03-01 08:00:00;1552.0675;2863.1282844132857;12.653809000039473
2026-03-01 09:00:00;1486.991;2910.170741607998;12.653809000039473
2026-03-01 10:00:00;1424.3685;2800.291596761703;12.653809000039473
2026-03-01 11:00:00;1848.2955;2493.179751866229;12.653809000039473
2026-03-01 12:00:00;2020.3935;2661.620942441333;12.653809000039473
2026-03-01 13:00:00;1075.92025;2613.510537562686;12.653809000039473
2026-03-01 14:00:00;2221.634;2237.2234497965774;12.653809000039473
2026-03-01 15:00:00;1621.3802500000002;2880.4250774163115;12.653809000039473
2026-03-01 16:00:00;2940.9017500000004;2994.565748748002;12.653809000039473
2026-03-01 17:00:00;3469.55025;3318.6311717952753;12.653809000039473
2026-03-01 18:00:00;3401.025;4202.952350455869;12.653809000039473
2026-03-01 19:00:00;4648.9400000000005;2901.4368331360884;12.653809000039473
2026-03-01 20:00:00;3172.72825;3240.9476002122656;12.653809000039473
2026-03-01 21:00:00;3724.67375;3126.5014760135896;12.653809000039473
2026-03-01 22:00:00;2194.51425;2854.4239272503755;12.653809000039473
2026-03-01 23:00:00;2766.385;2791.7988011368543;12.653809000039473
