TimeStamp;real;forecast
2026-02-19 00:00:00;3798.69625;4210.5657729356335
2026-02-19 01:00:00;3470.1565;4177.921749871195
2026-02-19 02:00:00;3887.978;4550.4167204958085
2026-02-19 03:00:00;8212.649;5802.763218841781
2026-02-19 04:00:00;6677.4325;6079.738038826956
2026-02-19 05:00:00;4024.84325;4556.880676394663
2026-02-19 06:00:00;3977.13325;4235.866824994131
2026-02-19 07:00:00;4271.30625;4216.150424729929
2026-02-19 08:00:00;2360.766;2913.369785768502
2026-02-19 09:00:00;1678.72375;3020.169272274703
2026-02-19 10:00:00;10733.1515;3359.9619362498374
2026-02-19 11:00:00;4053.29025;3412.6444887860725
2026-02-19 12:00:00;2933.21425;4427.494816879401
2026-02-19 13:00:00;3201.08125;4446.4829375376175
2026-02-19 14:00:00;2166.5775;4237.347462362618
2026-02-19 15:00:00;2915.689;3160.0578654173496
2026-02-19 16:00:00;3801.6605;3675.343212139602
2026-02-19 17:00:00;3410.82375;3584.641992154338
2026-02-19 18:00:00;1596.82225;2391.9041663806092
2026-02-19 19:00:00;2002.85725;2830.9202542643693
2026-02-19 20:00:00;4316.30025;4210.246779635541
2026-02-19 21:00:00;4116.61075;4189.10083485466
2026-02-19 22:00:00;3227.96925;3762.52662968898
2026-02-19 23:00:00;3393.52525;3931.944429179178
