TimeStamp;real;forecast;prediction_time_seconds
2026-02-22 00:00:00;2629.34925;2852.6039529099385;45.345143600017764
2026-02-22 01:00:00;2120.21475;3196.49591606429;45.345143600017764
2026-02-22 02:00:00;2591.9735000000005;2887.1562109984543;45.345143600017764
2026-02-22 03:00:00;2107.6405;2717.1896311911237;45.345143600017764
2026-02-22 04:00:00;2663.44675;2917.2775883339104;45.345143600017764
2026-02-22 05:00:00;2201.2252500000004;3007.3836289178466;45.345143600017764
2026-02-22 06:00:00;3617.4885;2882.4662752512877;45.345143600017764
2026-02-22 07:00:00;2402.6565;2883.1380383990495;45.345143600017764
2026-02-22 08:00:00;2474.27325;3415.023764287674;45.345143600017764
2026-02-22 09:00:00;2407.15;3771.5096440224715;45.345143600017764
2026-02-22 10:00:00;2644.01375;2882.1658663727285;45.345143600017764
2026-02-22 11:00:00;2835.98975;3011.135020562364;45.345143600017764
2026-02-22 12:00:00;2392.25975;3087.351742504421;45.345143600017764
2026-02-22 13:00:00;2305.58525;2931.932051839797;45.345143600017764
2026-02-22 14:00:00;3217.099;3037.4300997347536;45.345143600017764
2026-02-22 15:00:00;1857.12725;2925.8464039174914;45.345143600017764
2026-02-22 16:00:00;1684.09225;2845.0260049647272;45.345143600017764
2026-02-22 17:00:00;2181.636;3675.0453061777266;45.345143600017764
2026-02-22 18:00:00;3896.849;4630.3722651614235;45.345143600017764
2026-02-22 19:00:00;2929.2675;3440.3820897343085;45.345143600017764
2026-02-22 20:00:00;3539.39125;4000.348904823121;45.345143600017764
2026-02-22 21:00:00;3225.271;3378.666421683271;45.345143600017764
2026-02-22 22:00:00;2870.692;3098.7581937396176;45.345143600017764
2026-02-22 23:00:00;2738.51825;2586.016699127002;45.345143600017764
