TimeStamp;real;forecast;prediction_time_seconds
2026-02-27 00:00:00;2599.7665;2181.6001130477694;18.431417000014335
2026-02-27 01:00:00;2229.40875;2188.319654401786;18.431417000014335
2026-02-27 02:00:00;3347.22275;1777.2150968037945;18.431417000014335
2026-02-27 03:00:00;2196.732;1967.7300794445246;18.431417000014335
2026-02-27 04:00:00;2473.217;2026.7779078572385;18.431417000014335
2026-02-27 05:00:00;2305.593;1957.782574304032;18.431417000014335
2026-02-27 06:00:00;2977.48975;1890.5622132611388;18.431417000014335
2026-02-27 07:00:00;3342.68125;2872.270173760809;18.431417000014335
2026-02-27 08:00:00;1551.13275;2686.683642833663;18.431417000014335
2026-02-27 09:00:00;1172.703;2647.3276197730793;18.431417000014335
2026-02-27 10:00:00;1888.36825;2521.88553746751;18.431417000014335
2026-02-27 11:00:00;3043.5535;2507.981769378664;18.431417000014335
2026-02-27 12:00:00;2145.57025;2381.3362584950337;18.431417000014335
2026-02-27 13:00:00;756.018;1890.404638611491;18.431417000014335
2026-02-27 14:00:00;761.868;2324.7649169210335;18.431417000014335
2026-02-27 15:00:00;1121.75;2106.027462622529;18.431417000014335
2026-02-27 16:00:00;1032.1845;3184.6979674637223;18.431417000014335
2026-02-27 17:00:00;3098.913;4364.391894845161;18.431417000014335
2026-02-27 18:00:00;2677.49625;4376.652501625842;18.431417000014335
2026-02-27 19:00:00;2556.239;2804.453120675273;18.431417000014335
2026-02-27 20:00:00;2869.5155;2499.0937732798684;18.431417000014335
2026-02-27 21:00:00;3065.46925;2575.6787772208845;18.431417000014335
2026-02-27 22:00:00;2299.8542500000003;2319.549735079173;18.431417000014335
2026-02-27 23:00:00;2289.7025000000003;2177.273980187927;18.431417000014335
