;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;17.780999143282152;77501.26574999999;63686.08983898586;13815.175911014128;17.8257422989432
1;2026-02-11;34.2772730295886;60637.33375;74062.20574593625;13424.871995936257;22.1396145999514
2;2026-02-12;3.9332849168760253;62008.413250000005;63987.80727306142;1979.394023061417;3.1921378395558557
3;2026-02-13;14.14593510316737;67580.215;57241.65494417297;10338.560055827023;15.298205333953174
4;2026-02-14;21.12664299822996;80156.33899999999;63431.345044976304;16724.99395502369;20.86546636695033
5;2026-02-15;12.110875537925763;94187.46299999999;83600.60436475958;10586.858635240409;11.24019938326655
6;2026-02-16;14.431327259433333;100354.38325000001;91322.4308994518;9031.952350548207;9.000057653733034
7;2026-02-17;13.004540758288465;88910.23550000001;94231.04047244746;5320.804972447455;5.9844684276507785
8;2026-02-18;3.866682411066459;88313.86616666666;88742.23557185013;428.36940518347546;0.48505339396539743
9;2026-02-19;8.60977090783875;94229.25775;94771.37085329226;542.1131032922567;0.5753129295898085
10;2026-02-20;5.109008816952535;93419.353;97186.52439954721;3767.171399547209;4.032538525017626
