;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-01-20;24.326610251848017;80687.78975000001;81026.11293969948;338.32318969946937;0.41929911669128267
1;2026-01-21;25.643151576258578;86286.97774999999;84517.34028529398;1769.6374647060147;2.050874315975234
2;2026-01-22;23.554199971195533;89143.9025;90815.33064501346;1671.4281450134586;1.8749775342328756
3;2026-01-23;44.45221193964666;74274.83475000001;91239.49679362569;16964.662043625678;22.840390154655545
4;2026-01-24;16.459196090465607;77554.91891666668;73500.54043600732;4054.3784806593612;5.227751556307886
5;2026-01-25;33.35966438882823;74759.31991666666;75903.53570132161;1144.2157846549526;1.5305326291496453
6;2026-01-26;18.268906223480045;79857.80775;71148.44680936867;8709.360940631334;10.906085686569993
7;2026-01-27;19.110653393122902;93093.43725;82350.86965708419;10742.567592915817;11.539554140714486
8;2026-01-28;31.111052372476912;74183.124;93266.35584949677;19083.231849496777;25.724492068434294
9;2026-01-29;14.808691913882125;79819.42175000001;75536.92075079533;4282.5009992046835;5.36523681243617
10;2026-01-30;17.421757926088574;78955.25275;79712.23761163317;756.9848616331728;0.9587517426231947
11;2026-01-31;18.33363343047457;82531.10425;78491.25157820179;4039.8526717982168;4.894945619000628
12;2026-02-01;111.39368044498379;70877.698;79993.60473558724;9115.90673558724;12.861459941302325
13;2026-02-02;15.577232944065846;89063.35024999999;80373.78885960541;8689.561390394578;9.756607365434895
14;2026-02-03;12.779031568564811;88021.05575;81557.83350666794;6463.222243332057;7.342813816831613
15;2026-02-04;32.83100626413636;70110.61975000001;86730.62585219237;16620.00610219236;23.705404632644626
16;2026-02-05;26.88127215879093;65289.005750000004;76522.3130125808;11233.30726258079;17.205511300929544
17;2026-02-06;17.71078151942701;65890.27875;69847.36240611962;3957.0836561196193;6.005565208084082
18;2026-02-07;29.663626049002694;62020.77475;64597.464618952676;2576.689868952679;4.15455930587626
19;2026-02-08;17.006370224605362;72751.09599999999;67848.74730814275;4902.348691857245;6.738522113614956
20;2026-02-09;20.034290304643523;66725.73225;71535.83550741809;4810.103257418086;7.208768034790785
21;2026-02-10;18.110613448513732;74965.98775;67690.9554405394;7275.032309460599;9.704444012292226
22;2026-02-11;22.254369028573752;64179.608;68897.30761185002;4717.699611850017;7.3507766078129
23;2026-02-12;25.482688611426696;60030.19975;63275.38841531405;3245.1886653140537;5.4059268148846265
24;2026-02-13;18.42863701654737;65708.13725;62149.172015901444;3558.965234098556;5.416323431233102
25;2026-02-14;21.37763252615504;78509.39374999999;71524.44306596083;6984.950684039155;8.896961688790466
26;2026-02-15;35.25547227574924;88874.44;72889.3520923533;15985.087907646695;17.986147544385872
27;2026-02-16;20.515258985397043;98799.76975;79803.95517965927;18995.814570340735;19.226577772809772
28;2026-02-17;20.62776513272276;87142.07925;91321.23763709558;4179.15838709558;4.795798336537374
29;2026-02-18;13.938081772826747;86570.28541666667;86229.21063179354;341.0747848731262;0.3939859770953948
30;2026-02-19;15.243214915233757;92254.92525;93349.2924830312;1094.3672330311965;1.1862426098829846
31;2026-02-20;22.05381536763706;93444.75558333335;90523.08934207278;2921.6662412605656;3.1266240925153315
