TimeStamp;real;forecast
2026-02-20 00:00:00;3867.99625;4066.8418658570276
2026-02-20 01:00:00;4055.60775;4066.8418658570276
2026-02-20 02:00:00;9451.27575;3253.908054869115
2026-02-20 03:00:00;4159.24625;3826.254456993876
2026-02-20 04:00:00;3933.32325;6269.07237014236
2026-02-20 05:00:00;3965.308;7520.795958166558
2026-02-20 06:00:00;3081.047;5054.657499991118
2026-02-20 07:00:00;1578.28025;5347.710777062735
2026-02-20 08:00:00;1920.72;3618.786544743806
2026-02-20 09:00:00;2495.72525;2104.464519366606
2026-02-20 10:00:00;3282.589;2001.8627538392748
2026-02-20 11:00:00;3600.80525;2720.037195913079
2026-02-20 12:00:00;4432.64325;5777.079196321229
2026-02-20 13:00:00;7722.7155;5952.6651931288325
2026-02-20 14:00:00;5859.075;5239.627997776642
2026-02-20 15:00:00;4898.7415;4951.259191249102
2026-02-20 16:00:00;3938.408;3419.0444643263663
2026-02-20 17:00:00;2978.0745;3182.0249829941913
2026-02-20 18:00:00;2017.741;3281.3675070265062
2026-02-20 19:00:00;1709.87025;1675.7785894709818
2026-02-20 20:00:00;2316.21225;2208.9264722448147
2026-02-20 21:00:00;4351.4605;3446.7404745580525
2026-02-20 22:00:00;4562.4445;4314.326390775799
2026-02-20 23:00:00;3240.04275;2687.4488738481496
