;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;17.561742390864765;77501.26574999999;63854.921613461695;13646.344136538297;17.607898405889326
1;2026-02-11;39.56185831714813;60637.33375;78140.3926256708;17503.058875670795;28.86515252770459
2;2026-02-12;14.795285441688518;62008.413250000005;61890.62554154629;117.78770845371764;0.18995439857303176
3;2026-02-13;15.121457740990149;67580.215;60399.97493915174;7180.240060848257;10.624766525007736
4;2026-02-14;20.69955461091483;80156.33899999999;63819.876287381994;16336.462712617998;20.38074956569311
5;2026-02-15;17.197292438421393;94187.46299999999;76252.32486100172;17935.13813899827;19.041959054570004
6;2026-02-16;11.471738981788054;100354.38325000001;92851.06233793653;7503.320912063486;7.476824299115489
7;2026-02-17;8.702091573075394;88910.23550000001;80679.93007416809;8230.305425831917;9.256870572378494
8;2026-02-18;12.807936670990502;88313.86616666666;88212.07678954932;101.78937711734034;0.11525865816500727
9;2026-02-19;8.33650118225015;94229.25775;92530.50820941475;1698.7495405852533;1.8027835315143965
10;2026-02-20;3.9389894524521427;93419.353;90239.97172302658;3179.3812769734213;3.4033432847403913
