;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;23.393228731375483;77501.26575;61639.848339233045;15861.41741076696;20.466010789981144
1;2026-02-11;41.32251873081885;60637.33374999999;68029.40245458235;7392.068704582358;12.190622917325019
2;2026-02-12;19.27399998227763;62008.413250000005;60198.704216066835;1809.7090339331698;2.9184895066366976
3;2026-02-13;22.524921889704622;67580.21500000001;62328.49819265443;5251.716807345583;7.771086267401757
4;2026-02-14;30.922485334623644;80156.339;70210.49959545172;9945.839404548286;12.408050977163871
5;2026-02-15;28.407348230060386;94187.463;69763.92517669195;24423.537823308056;25.930773635242787
6;2026-02-16;22.015850024537112;100354.38325000001;85808.01701620566;14546.366233794353;14.494998387421559
7;2026-02-17;31.60345046517184;88910.23550000002;90529.63725553523;1619.4017555352038;1.8213895694103786
8;2026-02-18;23.082681881572455;88313.86616666667;89227.4319631649;913.5657964982238;1.0344534059624733
9;2026-02-19;20.733931565726927;94229.25774999999;90611.9596115615;3617.298138438491;3.8388269469717766
10;2026-02-20;23.071030776196142;93419.353;92091.35867489902;1327.9943251009827;1.4215409146549995
