TimeStamp;P_HOME;temperature;day_of_week_1;day_of_week_2;day_of_week_3;day_of_week_4;day_of_week_5;day_of_week_6;day_of_week_1;day_of_week_2;day_of_week_3;day_of_week_4;day_of_week_5;day_of_week_6
2025-07-09 07:00:00;-1230.0975;10.1;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 08:00:00;-1399.586;11.4;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 09:00:00;-1539.6035;12.1;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 10:00:00;-971.3005;12.2;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 11:00:00;-443.8825;13.1;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 12:00:00;-399.52175;12.1;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 13:00:00;-1444.5097500000002;14.2;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 14:00:00;-1201.865;14.9;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 15:00:00;-810.23925;14.6;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 16:00:00;2060.1502499999997;14.3;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 17:00:00;2210.11125;13.2;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 18:00:00;1406.98625;12.6;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 19:00:00;2509.5425;12.6;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 20:00:00;1355.9765;12.1;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 21:00:00;1044.04375;11.9;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 22:00:00;153.5435;11.5;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-09 23:00:00;642.59475;11.2;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-10 00:00:00;861.1825;10.6;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 01:00:00;559.381;10.5;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 02:00:00;306.38425;9.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 03:00:00;604.11425;9.7;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 04:00:00;290.7665;10.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 05:00:00;815.5442499999999;10.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 06:00:00;413.42949999999996;10.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 07:00:00;607.828;10.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 08:00:00;932.83425;11.4;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 09:00:00;705.84425;11.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 10:00:00;407.0555;12.4;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 11:00:00;1375.4969999999998;12.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 12:00:00;3339.7067500000003;14.6;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 13:00:00;2713.51425;15.3;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 14:00:00;3144.85875;14.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 15:00:00;2762.1825;15.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 16:00:00;3058.05125;15.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 17:00:00;2709.7217499999997;12.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 18:00:00;1592.6057500000002;12.4;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 19:00:00;793.4845;12.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 20:00:00;797.84725;11.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 21:00:00;711.1332500000001;10.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 22:00:00;329.80075;10.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-10 23:00:00;1935.67475;10.8;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-11 00:00:00;601.2165;10.6;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 01:00:00;1284.68325;10.6;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 02:00:00;1334.5749999999998;10.1;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 03:00:00;1193.8085;9.6;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 04:00:00;606.25;9.1;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 05:00:00;1106.467;9.6;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 06:00:00;945.85825;11.1;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 07:00:00;668.85;12.1;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 08:00:00;417.825;13.4;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 09:00:00;558.45925;14.7;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 10:00:00;1544.3094999999998;15.6;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 11:00:00;3526.22525;16.6;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 12:00:00;4022.2;17.2;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 13:00:00;3967.8165;17.5;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 14:00:00;3878.5915;16.1;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 15:00:00;2060.03325;14.8;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 16:00:00;698.19175;14.4;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 17:00:00;895.9695;13.2;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 18:00:00;911.45075;12.6;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 19:00:00;636.9915;12.0;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 20:00:00;630.5805;11.6;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 21:00:00;819.1247500000001;11.2;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 22:00:00;1150.5572499999998;10.8;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-11 23:00:00;1121.15825;10.8;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-12 00:00:00;507.2405;10.8;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 01:00:00;504.51225;10.4;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 02:00:00;693.7405;10.8;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 03:00:00;1751.35825;10.6;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 04:00:00;3033.08325;10.4;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 05:00:00;1003.30825;10.3;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 06:00:00;917.3035;10.4;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 07:00:00;1039.46675;10.9;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 08:00:00;1208.0803333333333;11.1;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 09:00:00;269.87425;11.4;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 10:00:00;1183.5915;11.8;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 11:00:00;1844.06725;11.9;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 12:00:00;1445.3967499999999;12.1;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 13:00:00;1322.20475;12.7;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 14:00:00;1820.375;12.2;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 15:00:00;2199.8585000000003;12.1;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 16:00:00;296.54975;12.1;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 17:00:00;1188.08325;11.9;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 18:00:00;1222.73325;11.8;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 19:00:00;2899.0325;11.6;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 20:00:00;929.36325;11.2;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 21:00:00;1687.75075;11.2;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 22:00:00;1579.4215;11.1;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-12 23:00:00;1875.4295000000002;11.0;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-13 00:00:00;1523.73325;11.2;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 01:00:00;1427.0085;11.1;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 02:00:00;1286.4834999999998;11.2;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 03:00:00;1302.45;11.2;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 04:00:00;1374.75825;11.4;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 05:00:00;1308.60825;11.3;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 06:00:00;1863.4585000000002;11.9;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 07:00:00;1545.0832500000001;12.9;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 08:00:00;1266.4085;13.7;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 09:00:00;1562.1667499999999;14.1;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 10:00:00;1254.09475;14.6;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 11:00:00;1447.60725;15.3;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 12:00:00;2353.98925;17.2;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 13:00:00;472.8595;18.0;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 14:00:00;1366.7485000000001;18.0;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 15:00:00;556.75;18.5;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 16:00:00;264.38;18.6;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 17:00:00;1445.1012500000002;15.4;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 18:00:00;481.20475;14.7;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 19:00:00;701.31975;14.9;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 20:00:00;466.723;14.1;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 21:00:00;327.31725;13.8;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 22:00:00;314.73325;14.0;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-13 23:00:00;1667.4495;13.6;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-14 00:00:00;1145.27925;13.2;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 01:00:00;1203.5115;12.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 02:00:00;581.30825;13.6;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 03:00:00;505.842;11.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 04:00:00;562.25825;11.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 05:00:00;1217.825;14.1;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 06:00:00;318.98325;15.3;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 07:00:00;1019.13675;16.2;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 08:00:00;532.3835;17.4;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 09:00:00;316.7025;18.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 10:00:00;1344.637;19.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 11:00:00;2998.0730000000003;20.6;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 12:00:00;2526.9344285714287;21.0;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 13:00:00;2055.795857142857;21.1;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 14:00:00;1584.657285714286;22.0;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 15:00:00;1113.5187142857144;21.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 16:00:00;642.3801428571428;21.4;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 17:00:00;171.24157142857166;21.2;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 18:00:00;-299.897;20.0;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 19:00:00;-462.98924999999997;18.5;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 20:00:00;-572.12525;16.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 21:00:00;-344.837;16.7;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 22:00:00;-355.0085;16.4;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-14 23:00:00;-408.58625;15.1;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-15 00:00:00;-1994.2315;15.2;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 01:00:00;-3123.86375;14.8;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 02:00:00;-2545.529;14.4;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 03:00:00;-654.4265;14.1;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 04:00:00;-985.547;13.8;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 05:00:00;-524.3655;14.7;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 06:00:00;-366.33299999999997;16.1;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 07:00:00;-295.9705;17.0;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 08:00:00;-363.12625;18.0;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 09:00:00;-289.95575;18.6;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 10:00:00;-321.545;19.1;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 11:00:00;-311.3755;19.9;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 12:00:00;-301.206;19.3;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 13:00:00;-291.03650000000005;17.1;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 14:00:00;-280.867;20.7;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 15:00:00;-270.6975;16.8;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 16:00:00;-260.528;15.9;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 17:00:00;-250.35850000000002;15.6;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 18:00:00;-240.18900000000002;14.9;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 19:00:00;-230.01950000000002;14.4;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 20:00:00;-219.85000000000002;13.6;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 21:00:00;-209.68050000000002;13.2;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 22:00:00;-199.51100000000002;12.4;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-15 23:00:00;-189.34150000000002;12.1;True;False;False;False;False;False;True;False;False;False;False;False
2025-07-16 00:00:00;-179.17200000000003;11.7;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 01:00:00;-169.00250000000003;11.4;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 02:00:00;-158.83300000000003;11.1;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 03:00:00;-148.66350000000003;10.6;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 04:00:00;-138.49400000000003;10.1;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 05:00:00;-128.32450000000003;10.6;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 06:00:00;-118.15500000000003;11.9;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 07:00:00;-107.98550000000003;13.1;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 08:00:00;-97.81600000000003;13.9;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 09:00:00;-87.64650000000003;14.6;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 10:00:00;-77.47700000000003;16.2;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 11:00:00;-67.30750000000003;16.8;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 12:00:00;-57.138000000000034;17.4;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 13:00:00;-46.968500000000006;14.2;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 14:00:00;-36.799000000000035;13.9;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 15:00:00;-26.629500000000064;13.9;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 16:00:00;-16.460000000000036;14.0;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 17:00:00;-6.290500000000009;14.8;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 18:00:00;3.8789999999999623;13.1;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 19:00:00;14.048499999999933;12.2;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 20:00:00;24.21799999999996;10.7;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 21:00:00;34.38749999999999;10.8;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 22:00:00;44.55699999999996;10.6;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-16 23:00:00;54.72649999999993;9.9;False;True;False;False;False;False;False;True;False;False;False;False
2025-07-17 00:00:00;64.89599999999996;10.2;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 01:00:00;75.06549999999999;9.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 02:00:00;85.23499999999996;8.8;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 03:00:00;95.40449999999993;9.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 04:00:00;105.57399999999996;9.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 05:00:00;115.74349999999998;9.4;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 06:00:00;125.91299999999995;10.6;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 07:00:00;136.08249999999992;11.4;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 08:00:00;146.25199999999995;12.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 09:00:00;156.42149999999998;12.8;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 10:00:00;166.59099999999995;12.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 11:00:00;176.76049999999992;14.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 12:00:00;186.92999999999995;15.6;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 13:00:00;197.09949999999998;16.5;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 14:00:00;207.26899999999995;15.4;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 15:00:00;217.43849999999992;14.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 16:00:00;227.608;14.7;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 17:00:00;237.77749999999997;13.7;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 18:00:00;247.94699999999995;13.1;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 19:00:00;258.1164999999999;12.6;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 20:00:00;268.2859999999999;11.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 21:00:00;278.4555;11.9;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 22:00:00;288.62499999999994;11.6;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-17 23:00:00;298.7944999999999;11.7;False;False;True;False;False;False;False;False;True;False;False;False
2025-07-18 00:00:00;308.964;11.9;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 01:00:00;319.13349999999997;12.1;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 02:00:00;329.30299999999994;11.8;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 03:00:00;339.4724999999999;12.0;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 04:00:00;349.6419999999999;12.3;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 05:00:00;359.81149999999997;12.6;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 06:00:00;369.98099999999994;13.0;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 07:00:00;380.1504999999999;13.4;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 08:00:00;390.32;13.8;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 09:00:00;400.48949999999996;14.9;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 10:00:00;410.65899999999993;14.8;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 11:00:00;420.8284999999999;15.8;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 12:00:00;430.9979999999999;17.1;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 13:00:00;441.16749999999996;17.0;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 14:00:00;451.33699999999993;17.8;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 15:00:00;461.5064999999999;17.9;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 16:00:00;471.676;17.8;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 17:00:00;481.84549999999996;17.5;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 18:00:00;492.01499999999993;17.1;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 19:00:00;502.1844999999999;16.1;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 20:00:00;512.3539999999998;14.2;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 21:00:00;522.5235;13.4;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 22:00:00;532.693;12.7;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-18 23:00:00;542.8625;12.4;False;False;False;True;False;False;False;False;False;True;False;False
2025-07-19 00:00:00;553.0319999999999;11.9;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 01:00:00;563.2014999999999;11.5;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 02:00:00;573.3709999999999;11.6;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 03:00:00;583.5404999999998;12.0;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 04:00:00;593.7099999999998;12.1;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 05:00:00;603.8795;12.5;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 06:00:00;614.049;14.9;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 07:00:00;624.2185;16.2;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 08:00:00;634.3879999999999;17.3;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 09:00:00;644.5574999999999;18.0;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 10:00:00;654.7269999999999;18.6;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 11:00:00;497.437;19.6;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 12:00:00;416.50800000000004;20.3;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 13:00:00;522.96075;20.2;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 14:00:00;441.1405;21.0;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 15:00:00;1184.7205;21.1;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 16:00:00;1327.1287499999999;21.0;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 17:00:00;613.73925;21.0;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 18:00:00;662.9592499999999;20.0;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 19:00:00;980.41075;18.3;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 20:00:00;4048.437;15.6;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 21:00:00;2618.56675;14.2;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 22:00:00;1999.0885;13.8;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-19 23:00:00;557.316;13.6;False;False;False;False;True;False;False;False;False;False;True;False
2025-07-20 00:00:00;1155.68575;13.2;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 01:00:00;870.92475;13.2;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 02:00:00;1211.85975;13.4;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 03:00:00;1099.589;13.1;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 04:00:00;1011.66825;12.9;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 05:00:00;401.19475;14.0;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 06:00:00;1108.56175;17.1;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 07:00:00;510.14625000000007;19.1;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 08:00:00;348.01550000000003;20.7;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 09:00:00;349.9250000000002;22.0;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 10:00:00;894.7115000000002;22.9;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 11:00:00;462.35233333333326;23.0;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 12:00:00;1341.7;23.5;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 13:00:00;2228.1233333333334;23.9;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 14:00:00;412.584;24.4;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 15:00:00;338.7935;24.5;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 16:00:00;353.05550000000005;24.5;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 17:00:00;1393.9497499999998;24.0;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 18:00:00;348.16675;23.1;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 19:00:00;379.45875;21.1;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 20:00:00;1001.427;19.0;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 21:00:00;735.33325;18.2;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 22:00:00;1587.0832500000001;17.5;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-20 23:00:00;3658.3125;17.2;False;False;False;False;False;True;False;False;False;False;False;True
2025-07-21 00:00:00;1740.5;17.5;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-21 01:00:00;1232.50025;17.6;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-21 02:00:00;588.83325;18.7;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-21 03:00:00;280.66675;17.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-21 04:00:00;229.83350000000002;17.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-21 05:00:00;314.25025;18.1;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-21 06:00:00;351.31225;19.2;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-21 07:00:00;307.375;20.9;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-21 08:00:00;2575.54175;22.0;False;False;False;False;False;False;False;False;False;False;False;False
2025-07-21 09:00:00;965.12525;22.9;False;False;False;False;False;False;False;False;False;False;False;False
