;day;mape;real_total;forecast_total;abs_error;perc_error;prediction_time_seconds
0;2026-02-10;20.599145848983184;74965.98775;70028.8089225654;4937.178827434604;6.585891783216854;50.14684459997807
1;2026-02-11;22.995595808670117;64179.608;71175.61826881785;6996.010268817852;10.90067466416724;33.74399089999497
2;2026-02-12;26.009188804618976;60030.19975;61109.66113213959;1079.4613821395906;1.798197218458515;32.56133169995155
3;2026-02-13;18.693296500709238;65708.13725;61760.714656466036;3947.4225935339637;6.007509509081333;42.73811110004317
4;2026-02-14;20.211060301828248;78509.39374999999;71213.22201278628;7296.171737213706;9.293374192198124;33.74972620001063
5;2026-02-15;31.67820901940696;88874.44;78981.24961956915;9893.190380430853;11.131648627469104;36.92491289996542
6;2026-02-16;18.469193087852666;98799.76975;83791.9331861937;15007.836563806311;15.190153379690758;41.4736609000247
7;2026-02-17;17.535894990901234;87142.07925;83908.88764622994;3233.1916037700576;3.7102529932691017;32.815064100082964
8;2026-02-18;12.017172551876655;86570.28541666667;85790.25240812692;780.0330085397436;0.9010401257029588;32.08528999995906
9;2026-02-19;14.395062293885886;92254.92525;94427.64056391318;2172.715313913184;2.355121212255477;33.618454699986614
10;2026-02-20;20.89828732055001;93444.75558333335;92210.42549874267;1234.3300845906779;1.3209195924215473;31.061343799927272
11;2026-02-21;15.037384686826602;83774.37575;81561.70150200832;2212.6742479916866;2.6412303621273914;32.03710700001102
12;2026-02-22;17.667384775773822;63533.210250000004;70386.90962899741;6853.699378997408;10.7875855037522;33.799475500010885
13;2026-02-23;28.181172175930886;73327.593;63690.63254598627;9636.960454013722;13.142338456430341;44.20726569998078
14;2026-02-24;30.14952738738621;75496.60525;73189.41364730206;2307.1916026979306;3.056020327083423;56.697401600074954
15;2026-02-25;29.078674358184088;65780.8533125;73624.62095334486;7843.767640844861;11.924089223321689;40.46731119998731
16;2026-02-26;58.909000360404576;60501.15256250001;67487.62057045306;6986.468007953052;11.547661014781104;33.80452319991309
17;2026-02-27;49.00329295659594;53802.44900000001;65189.97981683128;11387.53081683127;21.165450696921376;35.51972540002316
18;2026-02-28;36.21338696936719;51760.787500000006;59017.0459035549;7256.258403554893;14.018833085866191;28.072396999923512
19;2026-03-01;32.781715534690285;58923.86525;66137.17275062052;7213.307500620518;12.24174189866222;29.166273900074884
20;2026-03-02;39.239811225412716;69369.281;64670.14449423212;4699.136505767885;6.774088527410115;35.841609800001606
21;2026-03-03;38.052887127948765;71170.313;63136.70653854098;8033.606461459014;11.287861641776136;40.326253499952145
22;2026-03-04;36.43223547850901;72816.35274999999;63980.35784364356;8835.994906356435;12.134629891026004;34.488177700084634
23;2026-03-05;30.98883385634833;66782.51125000001;71319.7819312723;4537.27068127229;6.7941001264343575;33.50109190004878
24;2026-03-06;25.893245339336517;70213.0125;65173.721628619474;5039.290871380523;7.17714664554597;29.881481099990197
25;2026-03-07;38.22666973014564;54811.24575;60699.951092544914;5888.705342544912;10.743607925650753;30.48789750004653
26;2026-03-08;32.393590265515975;53269.32725;56855.84687122679;3586.519621226791;6.73280442306842;31.48620640009176
27;2026-03-09;30.516435349701315;57151.748;56695.84509938447;455.9029006155324;0.7977059610067087;39.80970490002073
28;2026-03-10;22.608927669759105;66830.56975;61313.36976878852;5517.199981211474;8.255503434805707;30.05720169993583
