;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;39.062360441211275;77501.26574999999;58153.95520742379;19347.310542576204;24.96386395157192
1;2026-02-11;60.54062435219251;60637.33375;73835.00553312185;13197.671783121848;21.764927589880795
2;2026-02-12;38.307781654736964;62008.413250000005;68046.96155154926;6038.548301549257;9.738272574728812
3;2026-02-13;38.72224074727899;67580.215;65327.6643675718;2252.550632428196;3.3331510301176106
4;2026-02-14;34.48742364021582;80156.339;55606.64736430971;24549.691635690295;30.627261601468962
5;2026-02-15;26.559651541793645;94187.463;80325.50601768293;13861.956982317075;14.717412000275528
6;2026-02-16;38.35165694013591;100354.38325000001;97311.36231467267;3043.0209353273385;3.032275060419285
7;2026-02-17;34.721780604741674;88910.2355;92462.3352860881;3552.0997860881034;3.995152825894949
8;2026-02-18;42.47263430565953;88313.86616666667;99622.81803554576;11308.951868879085;12.80540911609139
9;2026-02-19;34.66666972919199;94229.25774999999;94921.91306329405;692.6553132940608;0.7350745722010751
10;2026-02-20;30.635095185440925;93419.353;95056.3297559006;1636.9767559005995;1.752288688940716
