;day;mape;real_total;forecast_total;abs_error;perc_error;prediction_time_seconds
0;2026-02-10;19.882944652963285;74965.98775;70878.27406626708;4087.7136837329163;5.452757719093639;22.446531699970365
1;2026-02-11;22.796566940182082;64179.608;71207.73541304865;7028.127413048649;10.95071726372752;30.334277700050734
2;2026-02-12;25.537233362969808;60030.19975;61586.1220678471;1555.9223178471002;2.591899284571513;31.371499400003813
3;2026-02-13;17.454567568437838;65708.13725;62951.833613441544;2756.3036365584558;4.194767576611611;29.973852900089696
4;2026-02-14;18.986153559500433;78509.39374999999;76382.90295034664;2126.490799653344;2.7085813532388205;34.624551599961706
5;2026-02-15;33.26519890395329;88874.44;87440.97440451814;1433.465595481859;1.6129109735958496;19.148251999984495
6;2026-02-16;16.552615275323745;98799.76975;89128.76427772532;9671.005472274686;9.788489888939935;29.798862800002098
7;2026-02-17;16.157141623191027;87142.07925;80363.5187706039;6778.560479396096;7.778745398017452;24.29661339998711
8;2026-02-18;11.818313259481455;86570.28541666667;82323.54223352761;4246.743183139057;4.905543700935363;32.662612200016156
9;2026-02-19;13.24678641843526;92254.92525;92196.23364751691;58.69160248308617;0.06361893668445216;37.06267590005882
10;2026-02-20;19.38789186338741;93444.75558333335;93935.75949129523;491.0039079618873;0.52544833029609;30.6028705999488
11;2026-02-21;13.773178244658293;83774.37575;77813.13435066759;5961.241399332415;7.115829089699203;24.333402700023726
12;2026-02-22;16.173923059108137;63533.210250000004;64927.894882486944;1394.6846324869402;2.1952056680261016;35.065413099946454
13;2026-02-23;28.849073707249634;73327.593;63605.72190888638;9721.871091113615;13.258134753057577;25.906016599969007
14;2026-02-24;33.18291965821062;75496.60525;74680.01843416021;816.5868158397789;1.0816205750387418;32.0889875999419
15;2026-02-25;30.46113478616234;65780.8533125;72989.9788672015;7209.125554701503;10.959306837285416;26.98683449998498
16;2026-02-26;58.672690400662816;60501.15256250001;68311.58620855777;7810.4336460577615;12.909561744281293;27.313070000032894
17;2026-02-27;38.438704947771804;53802.44900000001;58361.35073979437;4558.901739794361;8.473409342006644;30.54290919995401
18;2026-02-28;30.703445283811128;51760.787500000006;55755.21187089589;3994.424370895882;7.717085778294779;24.65891240001656
19;2026-03-01;35.12290500623276;58923.86525;64328.42844879694;5404.563198796939;9.172112480854162;12.653809000039473
20;2026-03-02;38.22569112104133;69369.281;62743.57080257689;6625.710197423112;9.551360633856234;28.682703000027686
21;2026-03-03;40.15569922580007;71170.313;62531.28876018572;8639.024239814273;12.13852219508192;25.854662999976426
22;2026-03-04;37.86221012587059;72816.35274999999;63771.12157383758;9045.231176162408;12.421977803828426;24.57040359999519
23;2026-03-05;31.23187782213937;66782.51125000001;72332.31406512961;5549.802815129602;8.310263737094195;22.505958099965937
24;2026-03-06;21.36909689125548;70213.0125;62671.19199926237;7541.820500737624;10.741342996410564;24.098780400003307
25;2026-03-07;39.731373109477644;54811.24575;60237.76953176999;5426.523781769989;9.900383958651386;26.0734237000579
26;2026-03-08;31.77088532218318;53269.32725;58255.46727237565;4986.14002237565;9.360245904693024;24.718552600010298
27;2026-03-09;30.295619658819678;57151.748;58294.16174538518;1142.41374538518;1.9989130435436198;27.165718400035985
28;2026-03-10;22.900078598144624;66830.56975;61620.772875283394;5209.796874716601;7.795529641907029;24.049159799935296
