;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;3.7809389841271477;74965.98775;72575.02252966771;2390.965220332291;3.189400009382643
1;2026-02-11;9.664831492201605;64179.60799999999;70364.29052914793;6184.682529147933;9.636522755246391
2;2026-02-12;16.73862936955203;60030.19975;67814.67169588481;7784.471945884812;12.967592942058822
3;2026-02-13;8.512465918369136;65708.13725;61558.08900010249;4150.048249897511;6.3158817516129035
4;2026-02-14;12.090399749464709;78509.39374999999;68195.53217055104;10313.861579448945;13.137105111640155
5;2026-02-15;13.381131941481424;88874.44;80087.74993088683;8786.690069113174;9.886633400011492
6;2026-02-16;18.166602245065295;98799.76975;80852.48505319135;17947.284696808652;18.165310245380052
7;2026-02-17;5.847292397763636;87142.07925000001;92247.54543160598;5105.466181605967;5.8587839830617385
8;2026-02-18;10.795630038561276;86570.28541666665;88144.78759760097;1574.5021809343161;1.8187559083999396
9;2026-02-19;8.52160504467892;92254.92525;89180.73396017318;3074.19128982682;3.3322787715627356
10;2026-02-20;5.2430710621212855;93444.75558333333;98245.14507779447;4800.389494461138;5.137141688149836
