;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;20.86839066122628;74965.98775;72052.34777644364;2913.639973556361;3.8866158654147274
1;2026-02-11;24.471214757097968;64179.608;67865.12148504627;3685.513485046271;5.742499214152681
2;2026-02-12;24.718500140517374;60030.19975;63017.16325422579;2986.963504225787;4.975768057852893
3;2026-02-13;16.87000947182939;65708.13725;62380.04586452086;3328.0913854791434;5.064960786845534
4;2026-02-14;19.92330033506189;78509.39374999999;75451.28804864416;3058.105701355831;3.895209930029337
5;2026-02-15;37.94417437386155;88874.44;90009.45302385796;1135.0130238579586;1.277097243997215
6;2026-02-16;30.106928491098863;98799.76975;106501.04867635564;7701.278926355633;7.794834892675075
7;2026-02-17;19.335463200320948;87142.07925;76247.75912176445;10894.320128235544;12.5017904346545
8;2026-02-18;20.04381554906296;86570.28541666667;76262.25947319956;10308.025943467102;11.907117891380526
9;2026-02-19;19.722475691851262;92254.92525;94435.59836244117;2180.6731124411745;2.3637470915854157
10;2026-02-20;22.643188122010315;93444.75558333335;99171.76162665809;5727.006043324742;6.128761328095551
