;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;12.965390945234608;74965.98775;68931.72589650445;6034.2618534955545;8.049332816928773
1;2026-02-11;10.594316133588496;64179.60799999999;68296.39658090688;4116.788580906883;6.414480719338273
2;2026-02-12;17.06729912271089;60030.19975;62467.15511676652;2436.955366766517;4.059548988534753
3;2026-02-13;13.329874646886841;65708.13725;58122.12184391383;7586.015406086168;11.545016680694548
4;2026-02-14;13.991507316197815;78509.39375;67135.63400864833;11373.759741351678;14.487132301096997
5;2026-02-15;23.99885577229081;88874.44000000002;67973.19981944023;20901.24018055979;23.51771800819199
6;2026-02-16;17.74347136111012;98799.76975000002;80226.15898971076;18573.61076028926;18.79924498537534
7;2026-02-17;10.53150889361013;87142.07925;91663.77299274736;4521.69374274736;5.1888752043374735
8;2026-02-18;14.669539319010186;86570.28541666667;98502.47656456783;11932.191147901161;13.783241086096679
9;2026-02-19;12.095388790701946;92254.92525;92083.00514917944;171.9201008205564;0.18635330347368786
10;2026-02-20;12.174110913991472;93444.75558333333;93666.35056242888;221.5949790955492;0.23714009171754155
