;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;22.825339012108138;77501.26575;62548.960557403116;14952.30519259689;19.292981924746034
1;2026-02-11;49.01344126212701;60637.33374999999;72204.74399429427;11567.410244294282;19.07638335812264
2;2026-02-12;24.057396129307527;62008.413250000005;63576.18261373866;1567.7693637386546;2.528317177570504
3;2026-02-13;19.97895583635757;67580.21500000001;60681.02074365593;6899.1942563440825;10.208896577710032
4;2026-02-14;41.03280397917722;80156.339;65092.33908370925;15063.999916290755;18.793273375784732
5;2026-02-15;24.371398329550047;94187.463;85023.83011825859;9163.632881741418;9.729142913363551
6;2026-02-16;23.27801569350825;100354.38325000001;89834.16273527768;10520.220514722329;10.48307026960113
7;2026-02-17;32.29119925025773;88910.23550000002;97348.99393073402;8438.758430734;9.491323899073462
8;2026-02-18;21.65287225340671;88313.86616666667;82179.75408402899;6134.112082637686;6.945808567661774
9;2026-02-19;25.67863600048946;94229.25774999999;90977.204542986;3252.053207013989;3.451213863577302
10;2026-02-20;17.144093773218373;93419.353;90421.63208487541;2997.7209151245916;3.2088864018621406
