;day;mape;real_total;forecast_total;abs_error;perc_error;prediction_time_seconds
0;2026-02-10;21.33085990947394;74965.98775;72467.40928724495;2498.5784627550456;3.3329494317975494;7.469186800066382
1;2026-02-11;22.43324092344128;64179.608;66978.47885232342;2798.8708523234163;4.360997113480993;8.609814300085418
2;2026-02-12;23.773444095516357;60030.19975;63752.01009222322;3721.8103422232234;6.1998966482253355;7.435869500041008
3;2026-02-13;17.028445842235275;65708.13725;61930.9214926346;3777.2157573653967;5.748474870006145;10.901488699950278
4;2026-02-14;19.19702771993006;78509.39374999999;73615.62497629652;4893.768773703472;6.23335443053714;9.266039600013755
5;2026-02-15;41.836652220634804;88874.44;88191.0562409829;683.3837590171024;0.7689317187451222;9.495376299950294
6;2026-02-16;30.080900571326236;98799.76975;107607.42861877278;8807.658868772778;8.914655257860838;5.069156200042926
7;2026-02-17;18.612150002254467;87142.07925;77326.57807432488;9815.50117567512;11.263790421520289;11.198704399983399
8;2026-02-18;20.69759462333387;86570.28541666667;72582.69288980456;13987.592526862107;16.157498452892003;5.377867299946956
9;2026-02-19;18.27792260272718;92254.92525;94018.10338139068;1763.1781313906831;1.9112021679196831;9.686431400012225
10;2026-02-20;24.121283737833632;93444.75558333335;99715.8250070783;6271.06942374495;6.710991306679009;12.669870299985632
11;2026-02-21;17.181200351159017;83774.37575;85666.76107975509;1892.3853297550813;2.2589071094989106;8.852944100042805
12;2026-02-22;25.764585307196892;63533.210250000004;71984.2797748623;8451.069524862294;13.30181410888535;9.374366000061855
13;2026-02-23;26.254300097480687;73327.593;66402.54127883892;6925.051721161071;9.443991596943693;9.84104800003115
14;2026-02-24;35.83101370665234;75496.60525;80147.21833438786;4650.613084387864;6.160029406604165;6.660024399985559
15;2026-02-25;29.207230370174546;65780.8533125;72569.76212289826;6788.908810398265;10.320493682480405;6.938969600014389
16;2026-02-26;61.98377745280159;60501.15256250001;67742.39911755853;7241.246555058518;11.96877455777067;19.427662800066173
17;2026-02-27;53.191616309679205;53802.44900000001;60440.87497153105;6638.42597153104;12.338520076532276;6.048559700022452
18;2026-02-28;36.01103683601976;51760.787500000006;56789.693872638505;5028.906372638499;9.71566820276546;5.579580800025724
19;2026-03-01;21.329486545506672;58923.86525;56358.08109881828;2565.784151181724;4.354405706916391;4.354356399970129
20;2026-03-02;32.956907308795394;69369.281;58882.16915437605;10487.11184562395;15.117803867138177;5.999278899980709
21;2026-03-03;33.271595386405714;71170.313;62720.38295044536;8449.930049554634;11.872829686100488;2.2835647999309003
22;2026-03-04;40.256744831556546;72816.35274999999;69265.2056218962;3551.1471281037957;4.876853885137492;5.877325400011614
23;2026-03-05;46.32438289962423;66782.51125000001;76798.71945829089;10016.208208290875;14.998250321547879;5.764894800027832
24;2026-03-06;28.04008750347596;70213.0125;64767.38824271877;5445.624257281226;7.755861860052262;4.83395300002303
25;2026-03-07;47.115719867371446;54811.24575;69379.47238348145;14568.226633481449;26.578900796980058;5.3075472000055015
26;2026-03-08;25.58047386832157;53269.32725;51818.39157864601;1450.9356713539892;2.723773222335916;5.169411700102501
27;2026-03-09;31.915222132098293;57151.748;55600.58484403433;1551.163155965667;2.71411323406183;8.392146899946965
28;2026-03-10;24.311927713802508;66830.56975;53450.2206901503;13380.349059849694;20.021300297009205;5.5636574000818655
