;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;20.555217710179097;74965.98775;71761.57758272375;3204.410167276248;4.274485354561673
1;2026-02-11;29.19080286661772;64179.608;77701.57323565803;13521.965235658026;21.068943324892274
2;2026-02-12;26.978909821812362;60030.19975;56892.81262982458;3137.3871201754228;5.226347960262156
3;2026-02-13;3657814596915963.5;65708.13725;-3.4491891552886675e+17;3.449189155289325e+17;524925724521177.94
4;2026-02-14;21.521248303531806;78509.39374999999;75667.8304544944;2841.5632955055917;3.6193927373252603
5;2026-02-15;25.775537882595213;88874.44;86806.19932319532;2068.2406768046785;2.327149039481631
6;2026-02-16;20.361111351627947;98799.76975;86839.30433724925;11960.465412750753;12.105762435494697
7;2026-02-17;22.252548983605035;87142.07925;81293.51576803238;5848.56348196762;6.711526202156371
8;2026-02-18;16.15499566836462;86570.28541666667;79229.20088803394;7341.084528632724;8.479912585825211
9;2026-02-19;18.962001653075475;92254.92525;101916.09701415565;9661.171764155646;10.47225580420233
10;2026-02-20;18.191058331206335;93444.75558333335;86249.61355910529;7195.142024228058;7.699888537684155
