;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;17.92389392192558;74965.98775;68672.04424684076;6293.943503159244;8.395732107403926
1;2026-02-11;22.255736562441808;64179.608;68855.98801603627;4676.380016036266;7.286395417117951
2;2026-02-12;27.673254225255008;60030.19975;63143.52916715274;3113.3294171527377;5.186271959977507
3;2026-02-13;19.473137005694404;65708.13725;62203.107873197434;3505.029376802566;5.334239446580211
4;2026-02-14;20.507565515258896;78509.39374999999;70558.97842248244;7950.415327517549;10.126705796295301
5;2026-02-15;32.9334575999396;88874.44;77166.03305300852;11708.406946991483;13.174099265200976
6;2026-02-16;20.473203762749502;98799.76975;79570.06230112686;19229.707448873145;19.46331200723587
7;2026-02-17;20.442397781484342;87142.07925;91675.57443123353;4533.495181233535;5.202417959557162
8;2026-02-18;13.102995996781782;86570.28541666667;86855.54226250033;285.2568458336609;0.3295089584846659
9;2026-02-19;13.791474946763557;92254.92525;93350.20076340382;1095.2755134038161;1.187227143088294
10;2026-02-20;22.513634764899656;93444.75558333335;90873.93262286502;2570.8229604683293;2.7511687995969853
