;day;mape;real_total;forecast_total;abs_error;perc_error;prediction_time_seconds
0;2026-02-10;20.86839066122628;74965.98775;72052.34777644364;2913.639973556361;3.8866158654147274;8.19506379996892
1;2026-02-11;24.471214757097968;64179.608;67865.12148504627;3685.513485046271;5.742499214152681;8.358950600028038
2;2026-02-12;24.718500140517374;60030.19975;63017.16325422579;2986.963504225787;4.975768057852893;6.999035099986941
3;2026-02-13;16.87000947182939;65708.13725;62380.04586452086;3328.0913854791434;5.064960786845534;8.269514200044796
4;2026-02-14;19.92330033506189;78509.39374999999;75451.28804864416;3058.105701355831;3.895209930029337;8.811154399998486
5;2026-02-15;37.94417437386155;88874.44;90009.45302385796;1135.0130238579586;1.277097243997215;9.845070600043982
6;2026-02-16;30.106928491098863;98799.76975;106501.04867635564;7701.278926355633;7.794834892675075;4.827867500018328
7;2026-02-17;19.335463200320948;87142.07925;76247.75912176445;10894.320128235544;12.5017904346545;16.25345980003476
8;2026-02-18;20.04381554906296;86570.28541666667;76262.25947319956;10308.025943467102;11.907117891380526;6.295059599913657
9;2026-02-19;19.722475691851262;92254.92525;94435.59836244117;2180.6731124411745;2.3637470915854157;9.50411850004457
10;2026-02-20;22.643188122010315;93444.75558333335;99171.76162665809;5727.006043324742;6.128761328095551;6.715605900040828
11;2026-02-21;16.772966112205793;83774.37575;85526.83176394965;1752.4560139496461;2.09187594447655;10.34830900002271
12;2026-02-22;25.34541406692173;63533.210250000004;69939.19577856637;6405.985528566365;10.082892873442303;10.426637800061144
13;2026-02-23;25.96090454908718;73327.593;65473.503049850275;7854.089950149719;10.710961084117026;15.654255299945362
14;2026-02-24;34.892480521517214;75496.60525;82106.45631284626;6609.851062846268;8.755163283114996;6.451844300027005
15;2026-02-25;30.913093882266995;65780.8533125;72908.11572959917;7127.262417099177;10.83485856171589;8.127491599996574
16;2026-02-26;62.13053604064569;60501.15256250001;66487.04398283295;5985.891420332948;9.893846921592598;6.612500199931674
17;2026-02-27;50.161634636946985;53802.44900000001;58940.777892075195;5138.3288920751875;9.550362460406191;6.2260472000343725
18;2026-02-28;38.1299727422918;51760.787500000006;55683.933199115556;3923.14569911555;7.57937792023653;4.789727900060825
19;2026-03-01;24.93483180149527;58923.86525;60070.70816602657;1146.842916026566;1.9463131129649813;4.446508700028062
20;2026-03-02;36.27429853584825;69369.281;58289.11697211888;11080.164027881125;15.972724335835517;4.913435900001787
21;2026-03-03;35.47005858309096;71170.313;62748.94560821885;8421.367391781147;11.832696860250069;2.3166601000120863
22;2026-03-04;36.26322427319317;72816.35274999999;71626.08774965804;1190.2650003419549;1.6346122201814826;4.753576099989004
23;2026-03-05;47.555690613527595;66782.51125000001;76261.17832297976;9478.667072979748;14.193337290801184;6.942969199968502
24;2026-03-06;27.717807805039392;70213.0125;65557.84673785884;4655.165762141158;6.630061289766136;6.785343300085515
25;2026-03-07;50.76942020346357;54811.24575;69795.64287946839;14984.397129468387;27.33818019355706;6.646670600050129
26;2026-03-08;25.7761090737068;53269.32725;52830.02167889626;439.305571103745;0.8246876650835588;4.828927300055511
27;2026-03-09;29.554529414438928;57151.748;55132.81038657965;2018.9376134203485;3.532591187622728;6.227424000040628
28;2026-03-10;25.770566580260628;66830.56975;52668.952803988504;14161.61694601149;21.19032801753346;5.366833099978976
