;day;mape;real_total;forecast_total;abs_error;perc_error
0;2026-02-10;23.666074903440304;74965.98775;72358.85152596614;2607.136224033864;3.4777587840611948
1;2026-02-11;22.302547176503822;64179.608;67428.67017217961;3249.0621721796124;5.062452503885054
2;2026-02-12;22.63838183596446;60030.19975;60087.62144956055;57.42169956055295;0.09565468680712319
3;2026-02-13;19.62671316265716;65708.13725;62186.863126402095;3521.2741235979047;5.358962026575947
4;2026-02-14;19.08148627836287;78509.39374999999;72508.14846596139;6001.245284038596;7.643983729066303
5;2026-02-15;37.83224637618588;88874.44;89518.90686499065;644.4668649906525;0.7251430951245966
6;2026-02-16;17.967629026130396;98799.76975;85622.86425513956;13176.905494860446;13.336979962810535
7;2026-02-17;18.232593776795014;87142.07925;78111.6558213058;9030.423428694194;10.362873489381647
8;2026-02-18;11.468402124667481;86570.28541666667;87957.25068743035;1386.965270763685;1.6021262539313104
9;2026-02-19;28.79550700070419;92254.92525;88177.82016430431;4077.1050856956863;4.419390156836842
10;2026-02-20;23.363407802706536;93444.75558333335;98986.04314007165;5541.287556738302;5.930014501238245
