TimeStamp;real;forecast
2026-02-20 00:00:00;3867.99625;3396.6446362050365
2026-02-20 01:00:00;3100.64225;3543.6344339348393
2026-02-20 02:00:00;2828.1715;3404.1621141570417
2026-02-20 03:00:00;4158.9235;3307.330302626134
2026-02-20 04:00:00;3933.11075;3443.429156552327
2026-02-20 05:00:00;3965.08175;3477.2660698443
2026-02-20 06:00:00;3080.9115;3600.8922873636325
2026-02-20 07:00:00;4425.24725;3763.066228262166
2026-02-20 08:00:00;5264.822999999999;3471.38127194422
2026-02-20 09:00:00;3476.0955;4045.0881304332343
2026-02-20 10:00:00;3282.589;4026.6766337255076
2026-02-20 11:00:00;3600.80525;3862.5521101878344
2026-02-20 12:00:00;4432.64325;3799.915276246676
2026-02-20 13:00:00;2361.1320000000005;3828.5479717589747
2026-02-20 14:00:00;1551.0443333333333;3936.9146046040687
2026-02-20 15:00:00;2872.442;3672.1869351617547
2026-02-20 16:00:00;3774.00675;3842.2442596735677
2026-02-20 17:00:00;5136.79725;4602.634050051333
2026-02-20 18:00:00;5177.334;5096.163665005441
2026-02-20 19:00:00;5452.91475;3918.896099377943
2026-02-20 20:00:00;5548.0960000000005;3652.0812594799736
2026-02-20 21:00:00;4351.4605;3948.0414688793644
2026-02-20 22:00:00;4562.4445;3521.752016509032
2026-02-20 23:00:00;3240.04275;3540.3464286499357
