TimeStamp;real;forecast
2026-02-12 00:00:00;2297.366;2380.0686133350546
2026-02-12 01:00:00;2377.4665;2380.0686133350546
2026-02-12 02:00:00;2831.687;4167.2413791843965
2026-02-12 03:00:00;8695.4135;4725.985838725279
2026-02-12 04:00:00;1987.54675;2679.532196459745
2026-02-12 05:00:00;2928.7385;3446.1681613741694
2026-02-12 06:00:00;2122.9925;3033.6478525665366
2026-02-12 07:00:00;2361.626;2972.5594026795115
2026-02-12 08:00:00;1438.9365;2517.3210890944983
2026-02-12 09:00:00;1270.03575;2488.0942240841146
2026-02-12 10:00:00;2899.148;1990.3469642928967
2026-02-12 11:00:00;2259.904;2409.6642469235117
2026-02-12 12:00:00;3730.4475;2731.3595196344204
2026-02-12 13:00:00;2592.3052500000003;2555.1848884562287
2026-02-12 14:00:00;2267.415;3131.2318861495587
2026-02-12 15:00:00;1829.43675;2905.347754321195
2026-02-12 16:00:00;2174.851;2365.3892437293944
2026-02-12 17:00:00;1283.104;2746.8666841569648
2026-02-12 18:00:00;1123.89125;2261.19813311693
2026-02-12 19:00:00;2336.82875;2337.2620140749113
2026-02-12 20:00:00;3613.59775;2405.975319813632
2026-02-12 21:00:00;3065.22725;2997.4716990775096
2026-02-12 22:00:00;2475.28875;3259.665397331072
2026-02-12 23:00:00;2045.159;2846.311590150357
