TimeStamp;real;forecast
2026-02-08 00:00:00;2938.06875;3012.5698274877145
2026-02-08 01:00:00;2957.5335;3150.203000491141
2026-02-08 02:00:00;1970.80175;2841.165862566917
2026-02-08 03:00:00;2352.781;2432.801893257886
2026-02-08 04:00:00;2566.9445;2572.0129475750578
2026-02-08 05:00:00;2694.618;2751.3476926473836
2026-02-08 06:00:00;3327.3340000000003;2791.813781233783
2026-02-08 07:00:00;2645.92225;2639.822503691167
2026-02-08 08:00:00;2682.03925;2686.054087944966
2026-02-08 09:00:00;2049.55625;2961.969643186907
2026-02-08 10:00:00;3419.758;2370.219047601693
2026-02-08 11:00:00;3716.1535;2398.0054131148945
2026-02-08 12:00:00;3340.28175;2627.302361674594
2026-02-08 13:00:00;2959.019;2641.368693760787
2026-02-08 14:00:00;2486.248;2778.704788777995
2026-02-08 15:00:00;2433.7925;2686.3194644407786
2026-02-08 16:00:00;3127.31125;2833.0362840305634
2026-02-08 17:00:00;2999.37275;3582.790973728256
2026-02-08 18:00:00;5183.34525;3425.171286440959
2026-02-08 19:00:00;3736.658;2734.7393365120756
2026-02-08 20:00:00;2797.79775;3563.9135185810383
2026-02-08 21:00:00;4569.61725;3169.7212012939185
2026-02-08 22:00:00;3223.9255000000003;2840.3947748329647
2026-02-08 23:00:00;2572.21625;2357.298923269309
