TimeStamp;real;forecast
2026-02-20 00:00:00;3867.99625;3452.1427155049632
2026-02-20 01:00:00;3100.64225;3623.0470678307133
2026-02-20 02:00:00;2828.1715;3336.378586782774
2026-02-20 03:00:00;4158.9235;3306.2629350724233
2026-02-20 04:00:00;3933.11075;3394.061106930745
2026-02-20 05:00:00;3965.08175;3538.6362690477913
2026-02-20 06:00:00;3080.9115;3636.6474658151706
2026-02-20 07:00:00;4425.24725;3869.6209901487628
2026-02-20 08:00:00;5264.822999999999;3661.2780080892394
2026-02-20 09:00:00;3476.0955;4148.668158490333
2026-02-20 10:00:00;3282.589;3859.090589413984
2026-02-20 11:00:00;3600.80525;3783.078437321013
2026-02-20 12:00:00;4432.64325;3682.057663636813
2026-02-20 13:00:00;2361.1320000000005;3706.9063396788965
2026-02-20 14:00:00;1551.0443333333333;3721.262005269352
2026-02-20 15:00:00;2872.442;3586.773406719372
2026-02-20 16:00:00;3774.00675;3767.044115859481
2026-02-20 17:00:00;5136.79725;4539.893580118777
2026-02-20 18:00:00;5177.334;4966.126719662423
2026-02-20 19:00:00;5452.91475;3863.499630261732
2026-02-20 20:00:00;5548.0960000000005;4150.774871578667
2026-02-20 21:00:00;4351.4605;4038.3236992565617
2026-02-20 22:00:00;4562.4445;3654.424456084227
2026-02-20 23:00:00;3240.04275;3587.933804290805
