TimeStamp;real;forecast;prediction_time_seconds
2026-03-02 00:00:00;3246.745;3056.532371160118;5.999278899980709
2026-03-02 01:00:00;2790.22925;2479.0127341590533;5.999278899980709
2026-03-02 02:00:00;2155.6665;3300.992118643166;5.999278899980709
2026-03-02 03:00:00;2621.298;3066.372385895067;5.999278899980709
2026-03-02 04:00:00;2217.16675;2355.459715524368;5.999278899980709
2026-03-02 05:00:00;2487.078;1972.1762289656;5.999278899980709
2026-03-02 06:00:00;3034.98225;2083.1863687006703;5.999278899980709
2026-03-02 07:00:00;703.9855;2001.2112454203761;5.999278899980709
2026-03-02 08:00:00;3024.90775;1543.7463216590106;5.999278899980709
2026-03-02 09:00:00;1042.5125;1422.6956277416107;5.999278899980709
2026-03-02 10:00:00;1443.9805;1588.9707784612306;5.999278899980709
2026-03-02 11:00:00;3115.7045;1983.106526242618;5.999278899980709
2026-03-02 12:00:00;3578.4032500000003;1934.2805016661487;5.999278899980709
2026-03-02 13:00:00;4828.33975;853.8413680635108;5.999278899980709
2026-03-02 14:00:00;4235.00525;1938.7841628400495;5.999278899980709
2026-03-02 15:00:00;4154.5925;2250.7324036734162;5.999278899980709
2026-03-02 16:00:00;2162.64175;2108.836748387134;5.999278899980709
2026-03-02 17:00:00;2929.2985;3411.2193024673907;5.999278899980709
2026-03-02 18:00:00;4386.6975;4818.375814482755;5.999278899980709
2026-03-02 19:00:00;3566.40925;3249.4529210370747;5.999278899980709
2026-03-02 20:00:00;3250.582;2773.6030422858707;5.999278899980709
2026-03-02 21:00:00;2445.295;2834.4261335300216;5.999278899980709
2026-03-02 22:00:00;3048.3762500000003;3489.5954096462924;5.999278899980709
2026-03-02 23:00:00;2899.3835;2365.5589237234944;5.999278899980709
