TimeStamp;real;forecast
2026-02-11 00:00:00;2366.50825;3469.1635826062893
2026-02-11 01:00:00;2711.8525;4700.48910711414
2026-02-11 02:00:00;2083.15775;6008.784019529654
2026-02-11 03:00:00;7272.171249999999;3824.557001472656
2026-02-11 04:00:00;5434.1665;4449.193652443057
2026-02-11 05:00:00;2676.95;3546.537060974363
2026-02-11 06:00:00;2365.938;3900.7801106652187
2026-02-11 07:00:00;2581.7135;3109.097923848492
2026-02-11 08:00:00;1127.592;2559.6585742394595
2026-02-11 09:00:00;1450.99825;2491.3361479992777
2026-02-11 10:00:00;1053.50825;2634.516027278654
2026-02-11 11:00:00;1313.9562500000002;2760.960521908832
2026-02-11 12:00:00;1881.077;3426.837642258564
2026-02-11 13:00:00;1769.6616;3545.137496988883
2026-02-11 14:00:00;1658.2462;3588.7819223809493
2026-02-11 15:00:00;1546.8308;3121.0358341398737
2026-02-11 16:00:00;1435.4154;2883.387871136951
2026-02-11 17:00:00;1324.0;2534.1197136021274
2026-02-11 18:00:00;3859.5245;2500.0146989790614
2026-02-11 19:00:00;3982.69175;2617.227436820196
2026-02-11 20:00:00;3578.161;3218.0629618486482
2026-02-11 21:00:00;2482.21025;3628.3214302381516
2026-02-11 22:00:00;2358.59375;3209.167884545075
2026-02-11 23:00:00;2322.409;2966.3646432941064
