TimeStamp;real;forecast;prediction_time_seconds
2026-02-24 00:00:00;2087.3587500000003;2891.673105754946;6.451844300027005
2026-02-24 01:00:00;2805.0935;3035.1294466372933;6.451844300027005
2026-02-24 02:00:00;2305.28275;2775.363950772177;6.451844300027005
2026-02-24 03:00:00;2668.79575;2793.5689892419723;6.451844300027005
2026-02-24 04:00:00;2515.11175;2864.600316791046;6.451844300027005
2026-02-24 05:00:00;3203.1455;3332.373798083585;6.451844300027005
2026-02-24 06:00:00;2993.927;3059.212938381456;6.451844300027005
2026-02-24 07:00:00;3073.1355000000003;3415.5947250217655;6.451844300027005
2026-02-24 08:00:00;3171.7027500000004;3424.405347585296;6.451844300027005
2026-02-24 09:00:00;3257.02575;3593.342024058098;6.451844300027005
2026-02-24 10:00:00;2908.47525;3081.25472519372;6.451844300027005
2026-02-24 11:00:00;2711.759;3141.70230227902;6.451844300027005
2026-02-24 12:00:00;2309.90175;3193.574228737623;6.451844300027005
2026-02-24 13:00:00;739.952;2850.385540224892;6.451844300027005
2026-02-24 14:00:00;2432.09175;3069.5257106126937;6.451844300027005
2026-02-24 15:00:00;3639.514;3148.1148511279944;6.451844300027005
2026-02-24 16:00:00;3844.585;4293.894887660549;6.451844300027005
2026-02-24 17:00:00;7690.8945;5511.673917105483;6.451844300027005
2026-02-24 18:00:00;7286.809499999999;4960.1638225967645;6.451844300027005
2026-02-24 19:00:00;1459.71375;3550.5950340933878;6.451844300027005
2026-02-24 20:00:00;2066.23975;3815.5818453986017;6.451844300027005
2026-02-24 21:00:00;4231.92425;3687.7163971389828;6.451844300027005
2026-02-24 22:00:00;3387.08275;3512.427157387171;6.451844300027005
2026-02-24 23:00:00;2707.083;3104.581250961746;6.451844300027005
