TimeStamp;real;forecast
2026-02-12 00:00:00;2297.366;2476.4670262114532
2026-02-12 01:00:00;2377.4665;2476.4670262114532
2026-02-12 02:00:00;2831.687;3097.90291163489
2026-02-12 03:00:00;8695.4135;3387.254429597073
2026-02-12 04:00:00;1987.54675;3378.8028998167138
2026-02-12 05:00:00;2928.7385;3581.1916636416036
2026-02-12 06:00:00;2122.9925;2482.3082104378955
2026-02-12 07:00:00;2361.626;2583.927528965758
2026-02-12 08:00:00;1438.9365;2246.2585407455585
2026-02-12 09:00:00;1270.03575;2125.2230314152976
2026-02-12 10:00:00;2899.148;1669.0150967064687
2026-02-12 11:00:00;2259.904;1825.0851922086779
2026-02-12 12:00:00;3730.4475;2592.0277926344093
2026-02-12 13:00:00;2592.3052500000003;2713.970594114111
2026-02-12 14:00:00;2267.415;2752.797458702913
2026-02-12 15:00:00;1829.43675;2684.0729953232762
2026-02-12 16:00:00;2174.851;2371.5331761473
2026-02-12 17:00:00;1283.104;2445.377417053372
2026-02-12 18:00:00;1123.89125;2172.7197749413317
2026-02-12 19:00:00;2336.82875;2050.788822184568
2026-02-12 20:00:00;3613.59775;2020.9346825418188
2026-02-12 21:00:00;3065.22725;2767.367598496733
2026-02-12 22:00:00;2475.28875;2788.926609219936
2026-02-12 23:00:00;2045.159;2492.6270811131285
