TimeStamp;real;forecast
2026-02-18 00:00:00;3148.755;3190.6390578694527
2026-02-18 01:00:00;3693.88525;3295.338323916895
2026-02-18 02:00:00;2656.90925;3408.77310054622
2026-02-18 03:00:00;2022.2365;3198.602331433548
2026-02-18 04:00:00;2714.6582499999995;3374.9048223019845
2026-02-18 05:00:00;3138.4825;3304.5936561065655
2026-02-18 06:00:00;3251.8665;3432.7537264529383
2026-02-18 07:00:00;3767.39;3699.76425583562
2026-02-18 08:00:00;3704.433;3696.042128969951
2026-02-18 09:00:00;4502.9775;3471.0203100713998
2026-02-18 10:00:00;2839.84175;3524.2383863486157
2026-02-18 11:00:00;3027.432;3671.860273359308
2026-02-18 12:00:00;3523.302;3544.6625332926214
2026-02-18 13:00:00;3065.7345000000005;3612.4937503447923
2026-02-18 14:00:00;3746.467;3689.9938716818424
2026-02-18 15:00:00;3357.258;3604.829330317433
2026-02-18 16:00:00;3739.85675;3729.8478627640307
2026-02-18 17:00:00;5383.882;4757.780127830614
2026-02-18 18:00:00;5460.044;4497.193846068046
2026-02-18 19:00:00;3423.06;3563.8386089512287
2026-02-18 20:00:00;4988.140666666666;3990.0956770575376
2026-02-18 21:00:00;3943.082;3829.721627843612
2026-02-18 22:00:00;3280.73875;3491.6693598554893
2026-02-18 23:00:00;4189.85225;3315.753442129222
